id,hhb,hbo2,ca,na
15930,7.7225256,3.7630224,8.575979,2.7743986
15931,7.7176905,3.7612257,8.5692005,2.7733223
15932,7.719284,3.7623286,8.569742,2.7721817
15933,7.723662,3.7626846,8.576402,2.774627
15934,7.7265306,3.7636464,8.577236,2.7751725
15935,7.7214546,3.7632885,8.572597,2.7755578
15936,7.7232437,3.7629294,8.575236,2.7750196
15937,7.7233877,3.7627158,8.576204,2.7749436
15938,7.7224545,3.7617435,8.572411,2.773917
15939,7.7186007,3.7607803,8.5687275,2.7722013
15940,7.712655,3.759039,8.561912,2.7727492
15941,7.721889,3.762495,8.568435,2.7733867
15942,7.71751,3.7605832,8.569885,2.7727115
15943,7.7156425,3.760281,8.568184,2.7727556
15944,7.713334,3.7599819,8.5653715,2.7717156
15945,7.7225122,3.7632256,8.573415,2.7746506
15946,7.7175903,3.761732,8.568651,2.7725327
15947,7.712167,3.7589562,8.559256,2.771919
15948,7.7234206,3.76243,8.572794,2.7744622
15949,7.72583,3.7643075,8.577619,2.7770085
15950,7.722973,3.7627578,8.576745,2.7744236
15951,7.7201223,3.7620537,8.569398,2.7750084
15952,7.7218056,3.7622721,8.571176,2.7746563
15953,7.7268133,3.7648072,8.574449,2.7757099
15954,7.712743,3.759004,8.558055,2.7717912
15955,7.725452,3.7636642,8.578294,2.77544
15956,7.72738,3.7642899,8.578419,2.7760675
15957,7.7106433,3.7584774,8.558681,2.7707274
15958,7.7229543,3.7619946,8.573932,2.7739894
15959,7.7215858,3.7627463,8.568418,2.7744343
15960,7.720141,3.7613997,8.573104,2.7734888
15961,7.720747,3.7621922,8.5688305,2.7741425
15962,7.719681,3.76135,8.564863,2.7715857
15963,7.7015276,3.7546675,8.546052,2.7669017
15964,7.7306504,3.7670193,8.577545,2.778488
15965,7.711739,3.7583842,8.562062,2.7723048
15966,7.7227945,3.762897,8.575142,2.7749083
15967,7.7073197,3.7564151,8.55816,2.770064
15968,7.7189074,3.7616453,8.571387,2.773526
15969,7.7247205,3.7632947,8.574653,2.7754862
15970,7.724367,3.7634225,8.576909,2.7753375
15971,7.7101526,3.758207,8.559826,2.770706
15972,7.7185082,3.761447,8.56739,2.7742732
15973,7.72572,3.7636316,8.576218,2.7769928
15974,7.713669,3.7595563,8.563932,2.772517
15975,7.7140207,3.759775,8.560768,2.7721436
15976,7.712,3.7582228,8.562745,2.7717593
15977,7.721332,3.763191,8.572174,2.7754066
15978,7.712897,3.7592366,8.561749,2.7728784
15979,7.728216,3.7645967,8.57871,2.7760441
15980,7.722097,3.7624059,8.575087,2.7743814
15981,7.719731,3.7602336,8.571354,2.772442
15982,7.7233562,3.7622285,8.573975,2.7742932
15983,7.728198,3.765775,8.575658,2.7771382
15984,7.7222977,3.7624307,8.575024,2.7743294
15985,7.7235045,3.7636666,8.573631,2.7744424
15986,7.718229,3.7598076,8.5685215,2.771933
15987,7.722121,3.7632363,8.576048,2.7743948
15988,7.7221684,3.762031,8.574524,2.7742298
15989,7.7111607,3.7581062,8.559598,2.770621
15990,7.7166963,3.760808,8.565025,2.7717257
15991,7.72295,3.7621295,8.572651,2.7732842
15992,7.7135983,3.7593598,8.562997,2.7724931
15993,7.7283463,3.7649353,8.57888,2.776566
15994,7.7245665,3.7634456,8.57743,2.7753723
15995,7.723178,3.7634864,8.575195,2.7745655
15996,7.7242637,3.763105,8.574275,2.7762778
15997,7.7206054,3.7619674,8.572792,2.7743585
15998,7.712835,3.758614,8.563532,2.7722309
15999,7.722505,3.7631536,8.572323,2.7741976
16000,7.717819,3.7614057,8.566134,2.7745898
16001,7.723235,3.762751,8.572811,2.7747462
16002,7.7239194,3.7632217,8.573192,2.7753606
16003,7.731051,3.7661204,8.58146,2.7770731
16004,7.7236433,3.7620254,8.575138,2.7741826
16005,7.719482,3.761382,8.5683775,2.7740207
16006,7.723979,3.7631652,8.573004,2.7751238
16007,7.724066,3.763295,8.577657,2.7748127
16008,7.704296,3.7555208,8.554051,2.7686222
16009,7.72109,3.7618146,8.569032,2.7721758
16010,7.7130013,3.758906,8.563378,2.7728374
16011,7.7047687,3.755753,8.555016,2.7688222
16012,7.7123256,3.758885,8.561437,2.7726238
16013,7.7197304,3.7618315,8.56951,2.7750075
16014,7.722532,3.7630005,8.573222,2.7741807
16015,7.7285614,3.765854,8.576751,2.7782855
16016,7.725257,3.764525,8.571663,2.777106
16017,7.7221627,3.7626927,8.573221,2.7756193
16018,7.721367,3.7608764,8.572978,2.773142
16019,7.7244077,3.7632003,8.578201,2.7767818
16020,7.7220345,3.7625105,8.574367,2.7747216
16021,7.7262473,3.7645807,8.577937,2.777163
16022,7.7233267,3.7623053,8.573622,2.773917
16023,7.7180114,3.7607272,8.5691805,2.7736168
16024,7.721114,3.761899,8.57118,2.773903
16025,7.71662,3.7612207,8.568617,2.7720826
16026,7.7127237,3.7586663,8.563579,2.7724347
16027,7.718993,3.761247,8.563768,2.7711804
16028,7.713657,3.759056,8.564925,2.772463
16029,7.7191315,3.759983,8.571302,2.7723963
16030,7.705925,3.756215,8.557072,2.7696455
16031,7.7172775,3.760817,8.566303,2.7709928
16032,7.7055655,3.7566528,8.549542,2.7677903
16033,7.706551,3.7571836,8.550342,2.768336
16034,7.7092156,3.7574942,8.5569105,2.7711132
16035,7.724469,3.7641406,8.570974,2.7759562
16036,7.7220254,3.7626011,8.573677,2.7746925
16037,7.72614,3.7638235,8.576577,2.7771037
16038,7.724831,3.763332,8.577689,2.775252
16039,7.7139034,3.7594657,8.562858,2.7734191
16040,7.7168207,3.7603073,8.563651,2.7715113
16041,7.710613,3.7582843,8.556442,2.7709773
16042,7.7152576,3.7599854,8.562783,2.7721164
16043,7.7175875,3.7610445,8.564745,2.7734616
16044,7.7047014,3.7557993,8.5540285,2.7686188
16045,7.722453,3.7628322,8.573553,2.775736
16046,7.7097588,3.757694,8.559114,2.770807
16047,7.7217994,3.7627969,8.575479,2.7740686
16048,7.724642,3.764285,8.570085,2.7758791
16049,7.7064805,3.756273,8.554578,2.769094
16050,7.7166557,3.7601001,8.56521,2.7718241
16051,7.7261057,3.7636752,8.576401,2.7750287
16052,7.725844,3.7643523,8.577573,2.7769694
16053,7.7278523,3.7655869,8.576115,2.7776425
16054,7.7123456,3.7592418,8.558399,2.7720656
16055,7.7193637,3.7616286,8.569673,2.7753747
16056,7.71668,3.7612798,8.568473,2.772064
16057,7.726228,3.7640295,8.576837,2.7761805
16058,7.7214384,3.7627928,8.566594,2.7739081
16059,7.711658,3.7585468,8.56083,2.7723653
16060,7.72534,3.7632325,8.575519,2.7743661
16061,7.709459,3.758313,8.560146,2.7703001
16062,7.7266207,3.7638597,8.577255,2.775121
16063,7.710927,3.757637,8.560407,2.7711825
16064,7.7234287,3.7623842,8.57385,2.7744668
16065,7.7206397,3.7620087,8.565308,2.7720878
16066,7.7307463,3.7659392,8.58166,2.77716
16067,7.717446,3.7610583,8.568985,2.77328
16068,7.7168603,3.760501,8.56552,2.7732213
16069,7.706378,3.7564986,8.556289,2.7693624
16070,7.721998,3.7615561,8.572563,2.773666
16071,7.7209663,3.762234,8.564964,2.7727296
16072,7.7067323,3.7564335,8.558222,2.7701478
16073,7.7118473,3.758778,8.559313,2.7719681
16074,7.7260704,3.7641232,8.578594,2.77585
16075,7.721661,3.7633703,8.572707,2.7756264
16076,7.7068267,3.756376,8.557637,2.769815
16077,7.7154036,3.7601082,8.567027,2.7727826
16078,7.7127934,3.7587676,8.564281,2.7725651
16079,7.7242618,3.7625616,8.574687,2.7742674
16080,7.720266,3.7615457,8.567845,2.774454
16081,7.7260556,3.7638419,8.576761,2.7772806
16082,7.721199,3.7622106,8.573983,2.7747886
16083,7.7136474,3.7591386,8.557479,2.7698877
16084,7.7175026,3.760687,8.569077,2.773854
16085,7.726129,3.7642467,8.574935,2.7755554
16086,7.719181,3.761254,8.56272,2.7710664
16087,7.7067866,3.7560947,8.556688,2.7697964
16088,7.713201,3.75877,8.564121,2.7721632
16089,7.7263227,3.764097,8.579745,2.7758565
16090,7.721632,3.7629905,8.570903,2.7736504
16091,7.7154574,3.760152,8.563379,2.7732317
16092,7.722137,3.7632117,8.576388,2.774502
16093,7.7243996,3.7638757,8.57298,2.7765915
16094,7.7173324,3.7610013,8.565541,2.774614
16095,7.7175093,3.7621195,8.567486,2.7725813
16096,7.7182903,3.7622695,8.56928,2.773021
16097,7.727205,3.7641613,8.57731,2.7750487
16098,7.723799,3.762781,8.57397,2.7761147
16099,7.7243366,3.762783,8.57454,2.7742321
16100,7.718112,3.7605667,8.566801,2.7721345
16101,7.707853,3.7567403,8.558759,2.7703273
16102,7.7210865,3.7624152,8.57316,2.7739422
16103,7.717343,3.7615402,8.56632,2.7712262
16104,7.7154503,3.7596905,8.563456,2.7717183
16105,7.711375,3.7589695,8.560205,2.771011
16106,7.7175674,3.7605557,8.566163,2.7740977
16107,7.722152,3.7626839,8.570878,2.77477
16108,7.7248015,3.7630496,8.5749035,2.7740357
16109,7.7220006,3.762699,8.568198,2.773153
16110,7.7179365,3.7607675,8.563195,2.7716281
16111,7.7116723,3.7579997,8.562266,2.7715745
16112,7.7278037,3.7656875,8.575151,2.7775424
16113,7.722589,3.7630124,8.568905,2.7735775
16114,7.714919,3.7594745,8.563111,2.7713525
16115,7.726226,3.7635164,8.576545,2.7749336
16116,7.722085,3.7617595,8.571912,2.7729995
16117,7.720197,3.7618663,8.564976,2.7729814
16118,7.7189627,3.7616224,8.567317,2.7749422
16119,7.72158,3.7612615,8.573096,2.7733252
16120,7.7134485,3.7588587,8.564367,2.7720153
16121,7.7156463,3.7598784,8.562203,2.7710872
16122,7.7222548,3.7624643,8.572093,2.7752397
16123,7.7124825,3.7589335,8.561895,2.7726464
16124,7.7145658,3.7594595,8.562447,2.7705128
16125,7.7238207,3.7625842,8.573871,2.7736485
16126,7.730814,3.7659519,8.5815,2.7770698
16127,7.7126846,3.7590842,8.561564,2.772414
16128,7.7140183,3.7597227,8.565214,2.7719524
16129,7.722317,3.762057,8.572383,2.7741191
16130,7.721139,3.76212,8.570565,2.7746053
16131,7.71602,3.7603796,8.564855,2.7742383
16132,7.726903,3.7642965,8.577359,2.7762344
16133,7.71543,3.7601752,8.563018,2.7724826
16134,7.7263165,3.763811,8.575792,2.77477
16135,7.722991,3.762061,8.574012,2.7740157
16136,7.712521,3.7586553,8.559121,2.770104
16137,7.723318,3.762316,8.573059,2.774432
16138,7.722942,3.762759,8.5762205,2.7751253
16139,7.712847,3.7588706,8.559652,2.7706501
16140,7.708991,3.7577038,8.560978,2.7702177
16141,7.722779,3.7629974,8.5737915,2.7758415
16142,7.720891,3.761017,8.571247,2.7726734
16143,7.7209454,3.7623386,8.569769,2.7742617
16144,7.7093363,3.7571466,8.557132,2.7707727
16145,7.7233043,3.7627392,8.575374,2.774867
16146,7.726369,3.7642336,8.579019,2.7760353
16147,7.7196183,3.7610834,8.569357,2.7729876
16148,7.7158628,3.760259,8.563963,2.772792
16149,7.706591,3.7565863,8.555845,2.7692409
16150,7.723876,3.7632196,8.569972,2.7742171
16151,7.7182045,3.7604704,8.56761,2.7724626
16152,7.7079268,3.7572238,8.559886,2.7699773
16153,7.7181263,3.7606833,8.566987,2.77294
16154,7.710416,3.7579,8.556812,2.7698405
16155,7.728992,3.7651515,8.580244,2.7766387
16156,7.7095523,3.7574492,8.555127,2.7704356
16157,7.725709,3.7632694,8.57642,2.774895
16158,7.707853,3.757176,8.5541,2.770262
16159,7.7081475,3.7571383,8.558441,2.770131
16160,7.726277,3.763779,8.577159,2.775749
16161,7.708794,3.75728,8.556083,2.7699506
16162,7.717453,3.7608438,8.568284,2.7738888
16163,7.7133245,3.7590263,8.5612135,2.771032
16164,7.7163277,3.7603304,8.563248,2.7723117
16165,7.7149463,3.7599208,8.561938,2.7717102
16166,7.730657,3.765928,8.581476,2.777104
16167,7.7243605,3.762669,8.575472,2.7745633
16168,7.7259135,3.7640758,8.578704,2.7758834
16169,7.7273264,3.7650628,8.575319,2.776479
16170,7.721589,3.7624555,8.571089,2.7759001
16171,7.712934,3.7593453,8.560533,2.7728426
16172,7.717223,3.760953,8.568938,2.7732103
16173,7.7244577,3.763408,8.573582,2.7753634
16174,7.722492,3.7625375,8.57631,2.7742043
16175,7.724069,3.7632632,8.577247,2.7753491
16176,7.7286787,3.7649927,8.57974,2.776389
16177,7.7244296,3.7632482,8.577971,2.7767956
16178,7.7220364,3.762878,8.57563,2.7741783
16179,7.724616,3.7642205,8.569541,2.7752745
16180,7.7081013,3.7572954,8.560025,2.770022
16181,7.7259617,3.763333,8.576455,2.7747982
16182,7.721424,3.7612422,8.571476,2.7727387
16183,7.7168126,3.7605627,8.565753,2.7744734
16184,7.7280464,3.7646284,8.579381,2.775913
16185,7.710017,3.7581577,8.556029,2.7708123
16186,7.718737,3.7614598,8.567595,2.7739995
16187,7.7102766,3.7581277,8.55785,2.7705061
16188,7.718596,3.761306,8.565378,2.7728858
16189,7.707477,3.757032,8.559243,2.770041
16190,7.7184887,3.7608821,8.5658455,2.773717
16191,7.7056446,3.756178,8.554144,2.76883
16192,7.7065315,3.7558897,8.553419,2.7676039
16193,7.710588,3.758413,8.558497,2.770686
16194,7.7137785,3.759525,8.561952,2.7732117
16195,7.7257547,3.7643602,8.577423,2.7769601
16196,7.727896,3.7647433,8.581087,2.7760851
16197,7.713271,3.759222,8.563533,2.773045
16198,7.7174873,3.7614174,8.570559,2.7729323
16199,7.7205687,3.7617161,8.57023,2.774436
16200,7.7156677,3.7602432,8.563791,2.7728918
16201,7.7171254,3.7606308,8.56834,2.7744324
16202,7.724153,3.763784,8.574449,2.7748253
16203,7.713411,3.759527,8.562076,2.7730014
16204,7.717287,3.7613316,8.565411,2.7745113
16205,7.722323,3.7627804,8.573364,2.7756574
16206,7.7133064,3.7588658,8.564372,2.7724628
16207,7.7230496,3.7628474,8.575171,2.7748437
16208,7.7245965,3.7642744,8.570886,2.7767763
16209,7.725068,3.7632718,8.574729,2.7751806
16210,7.7069883,3.7568974,8.552587,2.7696085
16211,7.726119,3.764544,8.577828,2.7771494
16212,7.7033696,3.755296,8.549584,2.7683656
16213,7.720651,3.7616792,8.565547,2.7715185
16214,7.7031183,3.755367,8.547486,2.7678378
16215,7.7072096,3.75692,8.559072,2.7698882
16216,7.7197647,3.7616081,8.56706,2.771574
16217,7.713651,3.7595623,8.561087,2.772864
16218,7.72114,3.7622302,8.573528,2.7747638
16219,7.718743,3.7610965,8.567529,2.7736855
16220,7.7254148,3.7630517,8.576382,2.7747872
16221,7.7193594,3.761699,8.569948,2.7749712
16222,7.718297,3.7610772,8.56781,2.7748854
16223,7.718041,3.760613,8.566932,2.7721882
16224,7.7128744,3.7595348,8.558806,2.7720292
16225,7.7130356,3.7588637,8.563256,2.772397
16226,7.723489,3.7629592,8.576303,2.775127
16227,7.7124434,3.7585676,8.563315,2.771989
16228,7.7219777,3.7626526,8.571473,2.776067
16229,7.7243576,3.7637396,8.573349,2.776791
16230,7.707384,3.7567778,8.558519,2.7702694
16231,7.7116504,3.759125,8.560392,2.7710526
16232,7.721943,3.7635684,8.572761,2.775677
16233,7.7229652,3.7620423,8.573182,2.7733815
16234,7.725382,3.7632406,8.575894,2.7744842
16235,7.7188287,3.7611394,8.571007,2.7739894
16236,7.7258463,3.7643435,8.5777,2.7770016
16237,7.725341,3.7636976,8.576213,2.7768292
16238,7.7201138,3.762276,8.569029,2.7718837
16239,7.7135267,3.7593732,8.564525,2.772364
16240,7.709569,3.7579417,8.555497,2.7706192
16241,7.7054524,3.7560256,8.553508,2.7686388
16242,7.709791,3.7583523,8.559477,2.770231
16243,7.718254,3.7607005,8.568275,2.7720659
16244,7.7097325,3.7583966,8.560092,2.770315
16245,7.716588,3.7606392,8.5626545,2.7721415
16246,7.722207,3.7625175,8.568871,2.7743669
16247,7.710582,3.7574391,8.560309,2.7712739
16248,7.722243,3.761474,8.572898,2.7735105
16249,7.721274,3.7621646,8.570699,2.7747095
16250,7.7188864,3.7614102,8.567069,2.774316
16251,7.717695,3.7614722,8.571011,2.7727017
16252,7.7203298,3.7626667,8.570047,2.7754424
16253,7.708697,3.757083,8.557251,2.7702882
16254,7.7209225,3.7620225,8.56606,2.7725646
16255,7.725754,3.7638216,8.579542,2.7757084
16256,7.709281,3.7574604,8.554853,2.7691414
16257,7.721979,3.7627275,8.571362,2.775798
16258,7.724286,3.7631402,8.577872,2.776704
16259,7.707691,3.757083,8.557042,2.7696817
16260,7.707885,3.7571015,8.553136,2.7690713
16261,7.721886,3.7628841,8.576123,2.7741559
16262,7.7226353,3.7632015,8.57367,2.7744088
16263,7.719226,3.7609873,8.568322,2.772989
16264,7.7153645,3.7601657,8.56909,2.771866
16265,7.719825,3.762502,8.573081,2.7737744
16266,7.7246695,3.7635863,8.577602,2.7755089
16267,7.712587,3.7590823,8.56205,2.77216
16268,7.715396,3.7603989,8.563263,2.773719
16269,7.712266,3.758535,8.557172,2.7709577
16270,7.7105775,3.758374,8.556251,2.7700253
16271,7.71892,3.7616358,8.569629,2.773573
16272,7.7150936,3.7601664,8.564991,2.7732873
16273,7.7120934,3.7585375,8.5596895,2.770982
16274,7.7197313,3.7616758,8.568699,2.7741313
16275,7.728944,3.7650425,8.579363,2.7765286
16276,7.7241592,3.7631712,8.574594,2.7756042
16277,7.718532,3.7609844,8.568412,2.774918
16278,7.7223964,3.7630544,8.57607,2.7744277
16279,7.721634,3.76337,8.572494,2.7754934
16280,7.7229714,3.7626534,8.57254,2.774645
16281,7.730339,3.7657218,8.580527,2.776595
16282,7.713376,3.7601938,8.5639305,2.7711997
16283,7.7146316,3.7594147,8.561667,2.771169
16284,7.725941,3.76441,8.577614,2.7770126
16285,7.7221813,3.7636173,8.573352,2.7758186
16286,7.7294726,3.765254,8.579467,2.7762775
16287,7.722251,3.7630167,8.575776,2.7743485
16288,7.707835,3.7570379,8.558936,2.7702894
16289,7.718466,3.7599616,8.568767,2.7719994
16290,7.7208447,3.7622905,8.570816,2.775564
16291,7.7192097,3.761774,8.568393,2.773155
16292,7.722542,3.7625804,8.576596,2.7746923
16293,7.7209654,3.7610178,8.571404,2.7731612
16294,7.7195945,3.761707,8.572124,2.7735226
16295,7.718244,3.761334,8.565577,2.7738035
16296,7.723806,3.763689,8.568223,2.7743366
16297,7.7182283,3.7607486,8.569866,2.7736804
16298,7.7169886,3.7605362,8.563626,2.7718904
16299,7.7197,3.7619698,8.573632,2.7738185
16300,7.717894,3.7613838,8.570888,2.7733343
16301,7.721264,3.7612827,8.571744,2.7730114
16302,7.721216,3.7622585,8.568528,2.7739313
16303,7.7264285,3.763839,8.577026,2.7752457
16304,7.721029,3.7628493,8.574433,2.774001
16305,7.726184,3.7638407,8.576987,2.7761102
16306,7.716482,3.76086,8.570138,2.772161
16307,7.7258415,3.7643814,8.577488,2.776965
16308,7.725125,3.7634413,8.575272,2.776695
16309,7.724385,3.7632158,8.577985,2.776741
16310,7.7238603,3.7631621,8.576983,2.7752619
16311,7.7191954,3.7611268,8.569139,2.7749724
16312,7.7245903,3.76366,8.577742,2.775387
16313,7.7194195,3.7618258,8.56936,2.7734325
16314,7.725605,3.7632911,8.575584,2.7746274
16315,7.722609,3.7625613,8.5764,2.7743104
16316,7.72425,3.7631946,8.573981,2.775289
16317,7.7256985,3.763971,8.5755625,2.7766688
16318,7.7193136,3.7619996,8.572061,2.773906
16319,7.719372,3.7617214,8.568042,2.7744234
16320,7.7257504,3.763829,8.579414,2.775669
16321,7.7176757,3.761249,8.565213,2.7724025
16322,7.7102137,3.7583237,8.560527,2.7706468
16323,7.719338,3.7620685,8.573035,2.7737067
16324,7.7237406,3.7621646,8.574641,2.7741177
16325,7.718645,3.7614717,8.56752,2.7749655
16326,7.7214394,3.7625246,8.567681,2.7731588
16327,7.728662,3.7649841,8.579656,2.7762177
16328,7.716773,3.7604756,8.571775,2.7726185
16329,7.721355,3.7612214,8.571223,2.7726529
16330,7.7236786,3.7630022,8.572594,2.7748594
16331,7.7239695,3.7632275,8.577475,2.7749217
16332,7.7205687,3.7625818,8.574352,2.7739213
16333,7.7088428,3.7576609,8.560954,2.770386
16334,7.7197647,3.76245,8.570183,2.775184
16335,7.7269073,3.764328,8.579893,2.7757797
16336,7.721898,3.7629983,8.576408,2.7743127
16337,7.728566,3.7651293,8.581216,2.7764776
16338,7.7185583,3.7601843,8.568262,2.772004
16339,7.723923,3.7636409,8.57284,2.7763555
16340,7.711179,3.7588758,8.559279,2.7709038
16341,7.7224045,3.762988,8.569134,2.774299
16342,7.708705,3.7576363,8.55716,2.7699652
16343,7.718317,3.7609606,8.565632,2.7714076
16344,7.7209463,3.7611363,8.571417,2.7729063
16345,7.710499,3.758551,8.558735,2.7705934
16346,7.723398,3.7629938,8.576465,2.7752306
16347,7.720444,3.762215,8.574197,2.7736194
16348,7.714014,3.759053,8.559384,2.7705495
16349,7.726182,3.763705,8.577181,2.7756157
16350,7.7238407,3.763665,8.573985,2.7745864
16351,7.720683,3.7606764,8.572239,2.7729192
16352,7.709796,3.7582264,8.561315,2.7704818
16353,7.718922,3.7614813,8.569854,2.7751296
16354,7.711669,3.7586405,8.558318,2.771682
16355,7.721736,3.7623973,8.5717945,2.7744896
16356,7.724455,3.76278,8.574661,2.7739334
16357,7.7169113,3.7602456,8.569406,2.772465
16358,7.7241473,3.7632656,8.578021,2.7750885
16359,7.7200985,3.7609832,8.565056,2.7712386
16360,7.716819,3.760338,8.562722,2.7713363
16361,7.722311,3.7632163,8.576527,2.7744567
16362,7.7283926,3.765356,8.577885,2.7769897
16363,7.722371,3.7626233,8.570074,2.7733967
16364,7.721368,3.7622886,8.570891,2.7748964
16365,7.717872,3.760878,8.569196,2.77483
16366,7.726132,3.764507,8.577932,2.7771301
16367,7.7226133,3.7629058,8.571988,2.775124
16368,7.722124,3.7629073,8.57547,2.7743175
16369,7.7208266,3.761477,8.572767,2.773706
16370,7.721628,3.7614698,8.571908,2.7735994
16371,7.721035,3.7623463,8.571084,2.7751286
16372,7.718115,3.7612062,8.567634,2.7749736
16373,7.7164702,3.7589228,8.567537,2.7713854
16374,7.7119493,3.7591174,8.563908,2.770832
16375,7.7241464,3.7630625,8.5777445,2.7766354
16376,7.7257147,3.7639272,8.576204,2.7763636
16377,7.729763,3.7665293,8.577398,2.7784202
16378,7.712353,3.7589602,8.56183,2.772156
16379,7.71887,3.7610667,8.570763,2.7738748
16380,7.722757,3.7623918,8.575186,2.7745602
16381,7.7152596,3.7602649,8.568793,2.7724144
16382,7.713861,3.7599506,8.566143,2.7716284
16383,7.7178226,3.7614179,8.571399,2.7728624
16384,7.7199817,3.7616847,8.563642,2.7718112
16385,7.7258315,3.7641082,8.579359,2.7759578
16386,7.716709,3.760169,8.564294,2.7712936
16387,7.7123303,3.7589743,8.560318,2.772169
16388,7.710985,3.758482,8.558269,2.771797
16389,7.724372,3.7631845,8.577945,2.7767575
16390,7.721957,3.7615252,8.571918,2.7737694
16391,7.7194552,3.7602298,8.570922,2.7723186
16392,7.714894,3.7603521,8.567171,2.7721148
16393,7.726375,3.763708,8.57669,2.7746813
16394,7.7198057,3.761922,8.573441,2.7738054
16395,7.716638,3.7604961,8.565487,2.7734735
16396,7.723006,3.762605,8.570805,2.7755218
16397,7.72189,3.7634878,8.573001,2.7756703
16398,7.7242084,3.762378,8.575333,2.7743566
16399,7.7145224,3.75943,8.564455,2.7722518
16400,7.71977,3.761868,8.5679655,2.7746058
16401,7.722189,3.7636347,8.573075,2.7757895
16402,7.715187,3.7594144,8.5598955,2.7698495
16403,7.7293487,3.7653594,8.579898,2.7767446
16404,7.7239003,3.7632248,8.576992,2.7748117
16405,7.727833,3.764351,8.578354,2.775893
16406,7.7177444,3.761448,8.567443,2.7744625
16407,7.7169466,3.7610445,8.570439,2.7728267
16408,7.723189,3.7629302,8.577634,2.7750404
16409,7.730871,3.7659812,8.581771,2.7771897
16410,7.709258,3.7574015,8.556476,2.7704275
16411,7.7084064,3.757403,8.560495,2.7701504
16412,7.724356,3.7632117,8.578011,2.7767658
16413,7.7204523,3.7618723,8.573242,2.7745864
16414,7.7284117,3.7650437,8.581133,2.7763999
16415,7.7192097,3.761385,8.571249,2.7744553
16416,7.7145467,3.760376,8.564863,2.7713144
16417,7.715042,3.760777,8.5649395,2.7722461
16418,7.722933,3.7632582,8.574738,2.7745342
16419,7.722392,3.7624567,8.57601,2.7741492
16420,7.7124104,3.7586195,8.562581,2.7726135
16421,7.7192597,3.7615137,8.568092,2.7735834
16422,7.717327,3.7598639,8.567114,2.771529
16423,7.7218113,3.7622805,8.571028,2.7749817
16424,7.7205844,3.7607286,8.572182,2.772831
16425,7.7262106,3.7645442,8.577917,2.7771323
16426,7.719888,3.7603922,8.570578,2.7725523
16427,7.726946,3.764683,8.575873,2.7761273
16428,7.7303677,3.7657025,8.580632,2.7767303
16429,7.725403,3.763485,8.575867,2.775798
16430,7.7126946,3.7589455,8.563431,2.7723444
16431,7.7186394,3.761776,8.565102,2.77448
16432,7.7074857,3.7566998,8.554082,2.7698538
16433,7.7174187,3.760901,8.566577,2.7727158
16434,7.7223473,3.7618327,8.5727825,2.7735665
16435,7.713239,3.7600567,8.563304,2.7712166
16436,7.7281947,3.7649317,8.580854,2.7763064
16437,7.723373,3.7631056,8.570972,2.7738657
16438,7.719563,3.7611504,8.572648,2.772989
16439,7.720394,3.7620754,8.57306,2.7738802
16440,7.7207413,3.762001,8.569442,2.77411
16441,7.710382,3.7581642,8.55775,2.7705781
16442,7.7194376,3.7618403,8.567498,2.7748578
16443,7.7265286,3.7636874,8.576787,2.7750657
16444,7.722021,3.7628934,8.575561,2.7742956
16445,7.7222214,3.761522,8.572737,2.7734246
16446,7.719549,3.7614272,8.566822,2.7735026
16447,7.7237673,3.7631557,8.577003,2.775287
16448,7.7220263,3.7630103,8.5760975,2.7741208
16449,7.718067,3.7607555,8.565905,2.773947
16450,7.7163486,3.7600791,8.564436,2.7714612
16451,7.7175117,3.7605343,8.561831,2.770955
16452,7.71847,3.760882,8.567128,2.7741387
16453,7.7103524,3.7581396,8.557918,2.7716289
16454,7.7163534,3.7605693,8.563659,2.7737792
16455,7.7219677,3.7631476,8.57608,2.7743084
16456,7.72289,3.7630625,8.573992,2.7758949
16457,7.723062,3.7621317,8.573094,2.7735708
16458,7.706879,3.7561257,8.556969,2.7697346
16459,7.730006,3.7657056,8.580992,2.7769804
16460,7.713736,3.7592661,8.564011,2.773261
16461,7.7181115,3.7609258,8.566338,2.7729604
16462,7.7160254,3.7606277,8.567981,2.771546
16463,7.722699,3.7639613,8.573789,2.7760355
16464,7.717668,3.7608716,8.564462,2.772311
16465,7.7205687,3.7622025,8.573703,2.7740529
16466,7.718921,3.7609673,8.571463,2.7723596
16467,7.713279,3.758973,8.561227,2.771263
16468,7.7236943,3.763847,8.568933,2.7755382
16469,7.722844,3.763021,8.574016,2.775914
16470,7.721019,3.7623115,8.570783,2.774729
16471,7.719044,3.7613363,8.566547,2.7723496
16472,7.7218213,3.7614937,8.572305,2.773633
16473,7.725472,3.7641683,8.5742,2.7758768
16474,7.7114105,3.7583318,8.559766,2.7713382
16475,7.7249165,3.7631414,8.574995,2.774091
16476,7.7232537,3.7627046,8.572207,2.7746148
16477,7.7134867,3.7594242,8.562233,2.7730663
16478,7.716248,3.75992,8.564995,2.7718685
16479,7.7204237,3.7618928,8.567031,2.77339
16480,7.7242846,3.7633111,8.578334,2.7752066
16481,7.7141685,3.7594862,8.562118,2.7712395
16482,7.7179585,3.7613738,8.565429,2.770851
16483,7.718092,3.7608366,8.563558,2.7709525
16484,7.7165556,3.760593,8.57097,2.7724903
16485,7.7243557,3.763824,8.573158,2.776524
16486,7.7210245,3.7623346,8.569688,2.774171
16487,7.718656,3.7615182,8.566484,2.7738962
